seat_no,name,vote,party,alliance,seat,district,division,region,voters,male_voters,female_voters,thirdgender_voters,time
146,সৈয়দ এমরান সালেহ,100736,BNP,BNP,Mymensingh-1,Mymensingh,Mymensingh,Rural,483712.0,241604.0,242104.0,4.0,2026-02-13 08:57:02.773286+00:00
146,মোহাম্মদ সালমান ওমর,107241,Independent,,Mymensingh-1,Mymensingh,Mymensingh,Rural,483712.0,241604.0,242104.0,4.0,2026-02-13 08:57:02.773286+00:00
259,মোঃ কামরুল হুদা,76638,BNP,BNP,Comilla-11,Comilla,Chittagong,Rural,421632.0,216923.0,204705.0,4.0,2026-02-13 08:57:02.773286+00:00
259,সৈয়দ আবদুল্লাহ মোহাম্মদ তাহের,133308,Jamaat,Jamaat-NCP,Comilla-11,Comilla,Chittagong,Rural,421632.0,216923.0,204705.0,4.0,2026-02-13 08:57:02.773286+00:00
258,মুহাম্মদ ইয়াছিন আরাফাত,123733,Jamaat,Jamaat-NCP,Comilla-10,Comilla,Chittagong,Rural,536227.0,276647.0,259579.0,1.0,2026-02-13 08:57:02.773286+00:00
258,মোঃ মোবাশ্বের আলম ভুঁইয়া,163667,BNP,BNP,Comilla-10,Comilla,Chittagong,Rural,536227.0,276647.0,259579.0,1.0,2026-02-13 08:57:02.773286+00:00
251,মোঃ ইউছুফ সোহেল,109595,Jamaat,Jamaat-NCP,Comilla-3,Comilla,Chittagong,Rural,500726.0,258905.0,241817.0,4.0,2026-02-13 08:57:02.773286+00:00
251,কাজী শাহ মোফাজ্জাল হোসাইন (কায়কোবাদ),159291,BNP,BNP,Comilla-3,Comilla,Chittagong,Rural,500726.0,258905.0,241817.0,4.0,2026-02-13 08:57:02.773286+00:00
257,ছৈয়দ এ কে এম সরওয়ার উদ্দীন ছিদ্দীকি,118961,Jamaat,Jamaat-NCP,Comilla-9,Comilla,Chittagong,Rural,478535.0,247765.0,230769.0,1.0,2026-02-13 08:57:02.773286+00:00
257,মোঃ আবুল কালাম,170008,BNP,BNP,Comilla-9,Comilla,Chittagong,Rural,478535.0,247765.0,230769.0,1.0,2026-02-13 08:57:02.773286+00:00
256,মোঃ শফিকুল আলম হেলাল,45091,Jamaat,Jamaat-NCP,Comilla-8,Comilla,Chittagong,Rural,380833.0,196098.0,184732.0,3.0,2026-02-13 08:57:02.773286+00:00
256,জাকারিয়া তাহের,169178,BNP,BNP,Comilla-8,Comilla,Chittagong,Rural,380833.0,196098.0,184732.0,3.0,2026-02-13 08:57:02.773286+00:00
255,রেদোয়ান আহমেদ,48509,BNP,BNP,Comilla-7,Comilla,Chittagong,Rural,329166.0,169361.0,159799.0,6.0,2026-02-13 08:57:02.773286+00:00
255,আতিকুল আলম,91690,Independent,,Comilla-7,Comilla,Chittagong,Rural,329166.0,169361.0,159799.0,6.0,2026-02-13 08:57:02.773286+00:00
254,কাজী দ্বীন মোহাম্মদ,119851,Jamaat,Jamaat-NCP,Comilla-6,Comilla,Chittagong,Urban,644777.0,324195.0,320575.0,7.0,2026-02-13 08:57:02.773286+00:00
254,মোঃ মনিরুল হক চৌধুরী,201706,BNP,BNP,Comilla-6,Comilla,Chittagong,Urban,644777.0,324195.0,320575.0,7.0,2026-02-13 08:57:02.773286+00:00
187,সানজিদা ইসলাম,83323,BNP,BNP,Dhaka-14,Dhaka,Dhaka,Urban,456044.0,232066.0,223974.0,4.0,2026-02-13 08:57:02.773286+00:00
187,মীর আহমাদ বিনকাসেম,101113,Jamaat,Jamaat-NCP,Dhaka-14,Dhaka,Dhaka,Urban,456044.0,232066.0,223974.0,4.0,2026-02-13 08:57:02.773286+00:00
253,মোবারক হোসাইন,124547,Jamaat,Jamaat-NCP,Comilla-5,Comilla,Chittagong,Rural,476172.0,247155.0,229017.0,0.0,2026-02-13 08:57:02.773286+00:00
253,মোঃ জসীম উদ্দিন,134485,BNP,BNP,Comilla-5,Comilla,Chittagong,Rural,476172.0,247155.0,229017.0,0.0,2026-02-13 08:57:02.773286+00:00
252,মোঃ আঃ জসিম উদ্দিন,49885,GOP (Nuru),BNP,Comilla-4,Comilla,Chittagong,Rural,410559.0,215237.0,195319.0,3.0,2026-02-13 08:57:02.773286+00:00
252,মোঃ আবুল হাসনাত,166583,NCP,Jamaat-NCP,Comilla-4,Comilla,Chittagong,Rural,410559.0,215237.0,195319.0,3.0,2026-02-13 08:57:02.773286+00:00
250,মোঃ আবদুল মতিন,63045,Independent,,Comilla-2,Comilla,Chittagong,Rural,375067.0,196119.0,178947.0,1.0,2026-02-13 08:57:02.773286+00:00
250,মোঃ সেলিম ভূঁইয়া,77037,BNP,BNP,Comilla-2,Comilla,Chittagong,Rural,375067.0,196119.0,178947.0,1.0,2026-02-13 08:57:02.773286+00:00
249,মোঃ মনিরুজ্জামান,94845,Jamaat,Jamaat-NCP,Comilla-1,Comilla,Chittagong,Rural,438616.0,225088.0,213528.0,0.0,2026-02-13 08:57:02.773286+00:00
249,ড. খন্দকার মোশাররফ হোসেন,141440,BNP,BNP,Comilla-1,Comilla,Chittagong,Rural,438616.0,225088.0,213528.0,0.0,2026-02-13 08:57:02.773286+00:00
190,স. ম. খালিদুজ্জামান,68300,Jamaat,Jamaat-NCP,Dhaka-17,Dhaka,Dhaka,Urban,333777.0,174709.0,159060.0,8.0,2026-02-13 08:57:02.773286+00:00
190,তারেক রহমান,72699,BNP,BNP,Dhaka-17,Dhaka,Dhaka,Urban,333777.0,174709.0,159060.0,8.0,2026-02-13 08:57:02.773286+00:00
49,মোঃ আব্দু্র রাকিব,96814,Jamaat,Jamaat-NCP,Naogaon-4,Naogaon,Rajshahi,Rural,333862.0,165643.0,168215.0,4.0,2026-02-13 08:57:02.773286+00:00
49,ইকরামুল বারী টিপু,133801,BNP,BNP,Naogaon-4,Naogaon,Rajshahi,Rural,333862.0,165643.0,168215.0,4.0,2026-02-13 08:57:02.773286+00:00
46,মোহাঃ মাহবুবুল আলম,126093,Jamaat,Jamaat-NCP,Naogaon-1,Naogaon,Rajshahi,Rural,474067.0,235379.0,238684.0,4.0,2026-02-13 08:57:02.773286+00:00
46,মোঃ মোস্তাফিজুর রহমান,149202,BNP,BNP,Naogaon-1,Naogaon,Rajshahi,Rural,474067.0,235379.0,238684.0,4.0,2026-02-13 08:57:02.773286+00:00
223,মুহাম্মদ আজাহারুল ইসলাম,67785,Jamaat,Jamaat-NCP,Shariatpur-3,Shariatpur,Dhaka,Rural,340142.0,174068.0,166072.0,2.0,2026-02-13 08:57:02.773286+00:00
223,মিয়া নুরুদ্দিন আহাম্মেদ অপু,106378,BNP,BNP,Shariatpur-3,Shariatpur,Dhaka,Rural,340142.0,174068.0,166072.0,2.0,2026-02-13 08:57:02.773286+00:00
77,মোঃ জাকির হোসেন সরকার,127559,BNP,BNP,Kushtia-3,Kushtia,Khulna,Urban,440842.0,217269.0,223569.0,4.0,2026-02-13 08:57:02.773286+00:00
77,মোঃ আমির হামজা,182476,Jamaat,Jamaat-NCP,Kushtia-3,Kushtia,Khulna,Urban,440842.0,217269.0,223569.0,4.0,2026-02-13 08:57:02.773286+00:00
75,মোঃ বেলাল উদ্দীন,86682,Jamaat,Jamaat-NCP,Kushtia-1,Kushtia,Khulna,Rural,404504.0,203492.0,201011.0,1.0,2026-02-13 08:57:02.773286+00:00
75,রেজা আহাম্মেদ,165909,BNP,BNP,Kushtia-1,Kushtia,Khulna,Rural,404504.0,203492.0,201011.0,1.0,2026-02-13 08:57:02.773286+00:00
132,এস এম ওবায়দুল হক,82769,BNP,BNP,Tangail-3,Tangail,Dhaka,Rural,382720.0,191864.0,190853.0,3.0,2026-02-13 08:57:02.773286+00:00
132,মোঃ লুৎফর রহমান খান আজাদ,107901,Independent,,Tangail-3,Tangail,Dhaka,Rural,382720.0,191864.0,190853.0,3.0,2026-02-13 08:57:02.773286+00:00
181,মুহাম্মাদ নাসীরুদ্দীন পাটওয়ারী,54127,NCP,Jamaat-NCP,Dhaka-8,Dhaka,Dhaka,Urban,275471.0,152795.0,122675.0,1.0,2026-02-13 08:57:02.773286+00:00
181,মির্জা আব্বাস উদ্দিন আহমেদ,59366,BNP,BNP,Dhaka-8,Dhaka,Dhaka,Urban,275471.0,152795.0,122675.0,1.0,2026-02-13 08:57:02.773286+00:00
137,সালাউদ্দিন আলমগীর,77130,Independent,,Tangail-8,Tangail,Dhaka,Rural,414826.0,206623.0,208198.0,5.0,2026-02-13 08:57:02.773286+00:00
137,আহমেদ আযম খান,114217,BNP,BNP,Tangail-8,Tangail,Dhaka,Rural,414826.0,206623.0,208198.0,5.0,2026-02-13 08:57:02.773286+00:00
135,"এ,কে,এম আব্দুল হামিদ",91914,Jamaat,Jamaat-NCP,Tangail-6,Tangail,Dhaka,Rural,468076.0,236597.0,231475.0,4.0,2026-02-13 08:57:02.773286+00:00
135,মোঃ রবিউল আওয়াল,150952,BNP,BNP,Tangail-6,Tangail,Dhaka,Rural,468076.0,236597.0,231475.0,4.0,2026-02-13 08:57:02.773286+00:00
134,আহছান হাবিব,80283,Jamaat,Jamaat-NCP,Tangail-5,Tangail,Dhaka,Urban,462412.0,231303.0,231108.0,1.0,2026-02-13 08:57:02.773286+00:00
134,সুলতান সালাউদ্দিন টুকু,131279,BNP,BNP,Tangail-5,Tangail,Dhaka,Urban,462412.0,231303.0,231108.0,1.0,2026-02-13 08:57:02.773286+00:00
133,আবদুল লতিফ সিদ্দিকী,62509,Independent,,Tangail-4,Tangail,Dhaka,Rural,374917.0,189942.0,184972.0,3.0,2026-02-13 08:57:02.773286+00:00
133,মোঃ লুৎফর রহমান,105342,BNP,BNP,Tangail-4,Tangail,Dhaka,Rural,374917.0,189942.0,184972.0,3.0,2026-02-13 08:57:02.773286+00:00
131,মোঃ হুমায়ুন কবীর,60871,Jamaat,Jamaat-NCP,Tangail-2,Tangail,Dhaka,Rural,418606.0,210422.0,208183.0,1.0,2026-02-13 08:57:02.773286+00:00
131,মোঃ আবদুস সালাম পিন্টু,198213,BNP,BNP,Tangail-2,Tangail,Dhaka,Rural,418606.0,210422.0,208183.0,1.0,2026-02-13 08:57:02.773286+00:00
130,‌মুহাম্মদ আব্দুল্লাহেল কাফী,94462,Jamaat,Jamaat-NCP,Tangail-1,Tangail,Dhaka,Rural,437433.0,216007.0,221424.0,2.0,2026-02-13 08:57:02.773286+00:00
130,ফকির মাহবুব আনাম,153932,BNP,BNP,Tangail-1,Tangail,Dhaka,Rural,437433.0,216007.0,221424.0,2.0,2026-02-13 08:57:02.773286+00:00
210,জামিল হিজাযী,67299,NCP,Jamaat-NCP,Rajbari-2,Rajbari,Dhaka,Rural,559696.0,285544.0,274146.0,6.0,2026-02-13 08:57:02.773286+00:00
210,মোঃ হারুন-অর-রশিদ,237254,BNP,BNP,Rajbari-2,Rajbari,Dhaka,Rural,559696.0,285544.0,274146.0,6.0,2026-02-13 08:57:02.773286+00:00
209,মোঃ নূরুল ইসলাম,101092,Jamaat,Jamaat-NCP,Rajbari-1,Rajbari,Dhaka,Urban,430216.0,216150.0,214058.0,8.0,2026-02-13 08:57:02.773286+00:00
209,আলী নেওয়াজ মাহমুদ খৈয়ম,154541,BNP,BNP,Rajbari-1,Rajbari,Dhaka,Urban,430216.0,216150.0,214058.0,8.0,2026-02-13 08:57:02.773286+00:00
101,মোহাম্মদ মাহফুজুর রহমান,66010,Jamaat,Jamaat-NCP,Khulna-3,Khulna,Khulna,Urban,254409.0,127636.0,126765.0,8.0,2026-02-13 08:57:02.773286+00:00
101,রকিবুল ইসলাম,74845,BNP,BNP,Khulna-3,Khulna,Khulna,Urban,254409.0,127636.0,126765.0,8.0,2026-02-13 08:57:02.773286+00:00
100,নজরুল ইসলাম মঞ্জু,88197,BNP,BNP,Khulna-2,Khulna,Khulna,Urban,335241.0,165762.0,169469.0,10.0,2026-02-13 08:57:02.773286+00:00
100,শেখ জাহাঙ্গীর হুসাইন হেলাল,93789,Jamaat,Jamaat-NCP,Khulna-2,Khulna,Khulna,Urban,335241.0,165762.0,169469.0,10.0,2026-02-13 08:57:02.773286+00:00
192,দিলশানা পারুল,125283,NCP,Jamaat-NCP,Dhaka-19,Dhaka,Dhaka,Urban,747070.0,379906.0,367151.0,13.0,2026-02-13 08:57:02.773286+00:00
192,দেওয়ান মোহাম্মদ সালাউদ্দিন,190976,BNP,BNP,Dhaka-19,Dhaka,Dhaka,Urban,747070.0,379906.0,367151.0,13.0,2026-02-13 08:57:02.773286+00:00
57,মোঃ নাজমুল হক,92965,Jamaat,Jamaat-NCP,Rajshahi-6,Rajshahi,Rajshahi,Rural,357054.0,178068.0,178984.0,2.0,2026-02-13 08:57:02.773286+00:00
57,মোঃ আবু সাইদ চাঁদ,148672,BNP,BNP,Rajshahi-6,Rajshahi,Rajshahi,Rural,357054.0,178068.0,178984.0,2.0,2026-02-13 08:57:02.773286+00:00
56,মনজুর রহমান,73445,Jamaat,Jamaat-NCP,Rajshahi-5,Rajshahi,Rajshahi,Rural,353174.0,176670.0,176499.0,5.0,2026-02-13 08:57:02.773286+00:00
56,অধ্যাপক নজরুল ইসলাম,153425,BNP,BNP,Rajshahi-5,Rajshahi,Rajshahi,Rural,353174.0,176670.0,176499.0,5.0,2026-02-13 08:57:02.773286+00:00
55,"ডি, এম , ডি জিয়াউর রহমান",109461,BNP,BNP,Rajshahi-4,Rajshahi,Rajshahi,Rural,319909.0,160720.0,159185.0,4.0,2026-02-13 08:57:02.773286+00:00
55,মোঃ আব্দুল বারী সরদার,115226,Jamaat,Jamaat-NCP,Rajshahi-4,Rajshahi,Rajshahi,Rural,319909.0,160720.0,159185.0,4.0,2026-02-13 08:57:02.773286+00:00
54,মোঃ আবুল কালাম আজাদ,137927,Jamaat,Jamaat-NCP,Rajshahi-3,Rajshahi,Rajshahi,Rural,423738.0,210897.0,212835.0,6.0,2026-02-13 08:57:02.773286+00:00
54,মোহাম্মদ শফিকুল হক মিলন,176318,BNP,BNP,Rajshahi-3,Rajshahi,Rajshahi,Rural,423738.0,210897.0,212835.0,6.0,2026-02-13 08:57:02.773286+00:00
53,মোহাম্মদ জাহাঙ্গীর,100370,Jamaat,Jamaat-NCP,Rajshahi-2,Rajshahi,Rajshahi,Urban,369564.0,178249.0,191307.0,8.0,2026-02-13 08:57:02.773286+00:00
53,মোঃ মিজানুর রহমান মিনু,128546,BNP,BNP,Rajshahi-2,Rajshahi,Rajshahi,Urban,369564.0,178249.0,191307.0,8.0,2026-02-13 08:57:02.773286+00:00
52,মোঃ শরীফ উদ্দীন,169902,BNP,BNP,Rajshahi-1,Rajshahi,Rajshahi,Rural,468780.0,234078.0,234699.0,3.0,2026-02-13 08:57:02.773286+00:00
52,মোঃ মুজিবুর রহমান,171786,Jamaat,Jamaat-NCP,Rajshahi-1,Rajshahi,Rajshahi,Rural,468780.0,234078.0,234699.0,3.0,2026-02-13 08:57:02.773286+00:00
33,মোঃ ফারুক আলম সরকার,73483,BNP,BNP,Gaibandha-5,Gaibandha,Rangpur,Rural,385261.0,192277.0,192981.0,3.0,2026-02-13 08:57:02.773286+00:00
33,মোঃ আব্দুল ওয়ারেছ,89274,Jamaat,Jamaat-NCP,Gaibandha-5,Gaibandha,Rangpur,Rural,385261.0,192277.0,192981.0,3.0,2026-02-13 08:57:02.773286+00:00
32,মোঃ আব্দুর রহিম সরকার,139738,Jamaat,Jamaat-NCP,Gaibandha-4,Gaibandha,Rangpur,Rural,468384.0,231616.0,236758.0,10.0,2026-02-13 08:57:02.773286+00:00
32,মোহাম্মদ শামীম কায়সার,142772,BNP,BNP,Gaibandha-4,Gaibandha,Rangpur,Rural,468384.0,231616.0,236758.0,10.0,2026-02-13 08:57:02.773286+00:00
31,অধ্যাপক ডাঃ সৈয়দ মইনুল হাসান সাদিক,139864,BNP,BNP,Gaibandha-3,Gaibandha,Rangpur,Rural,506185.0,248901.0,257275.0,9.0,2026-02-13 08:57:02.773286+00:00
31,আবুল কাওছার মোহাম্মদ নজরুল ইসলাম,162457,Jamaat,Jamaat-NCP,Gaibandha-3,Gaibandha,Rangpur,Rural,506185.0,248901.0,257275.0,9.0,2026-02-13 08:57:02.773286+00:00
30,মোঃ আনিসুজ্জামান খান বাবু,92890,BNP,BNP,Gaibandha-2,Gaibandha,Rangpur,Urban,411460.0,202034.0,209415.0,11.0,2026-02-13 08:57:02.773286+00:00
30,মোঃ আব্দুল করিম,122630,Jamaat,Jamaat-NCP,Gaibandha-2,Gaibandha,Rangpur,Urban,411460.0,202034.0,209415.0,11.0,2026-02-13 08:57:02.773286+00:00
29,খন্দকার জিয়াউল ইসলাম মোহাম্মদ আলী,37997,BNP,BNP,Gaibandha-1,Gaibandha,Rangpur,Rural,419111.0,207573.0,211535.0,3.0,2026-02-13 08:57:02.773286+00:00
29,মোঃ মাজেদুর রহমান,140726,Jamaat,Jamaat-NCP,Gaibandha-1,Gaibandha,Rangpur,Rural,419111.0,207573.0,211535.0,3.0,2026-02-13 08:57:02.773286+00:00
208,এ বি এম সিরাজুল মামুন,101196,Khelafat Mojlish,,Narayanganj-5,Narayanganj,Dhaka,Urban,485288.0,243768.0,241512.0,8.0,2026-02-13 08:57:02.773286+00:00
208,আবুল কালাম,114799,BNP,BNP,Narayanganj-5,Narayanganj,Dhaka,Urban,485288.0,243768.0,241512.0,8.0,2026-02-13 08:57:02.773286+00:00
205,মোঃ ইলিয়াছ মোল্লা,82987,Jamaat,Jamaat-NCP,Narayanganj-2,Narayanganj,Dhaka,Rural,364098.0,187801.0,176292.0,5.0,2026-02-13 08:57:02.773286+00:00
205,মোঃ নজরুল ইসলাম আজাদ,125063,BNP,BNP,Narayanganj-2,Narayanganj,Dhaka,Rural,364098.0,187801.0,176292.0,5.0,2026-02-13 08:57:02.773286+00:00
204,মোঃ আনোয়ার হোসেন মোল্লা,91690,Jamaat,Jamaat-NCP,Narayanganj-1,Narayanganj,Dhaka,Urban,408829.0,207849.0,200977.0,3.0,2026-02-13 08:57:02.773286+00:00
204,মুস্তাফিজুর রহমান ভূঁইয়া,156358,BNP,BNP,Narayanganj-1,Narayanganj,Dhaka,Urban,408829.0,207849.0,200977.0,3.0,2026-02-13 08:57:02.773286+00:00
295,"এ, এইচ, এম হামিদুর রহমান আযাদ",89817,Jamaat,Jamaat-NCP,Cox's Bazar-2,Cox's Bazar,Chittagong,Rural,387851.0,206453.0,181398.0,0.0,2026-02-13 08:57:02.773286+00:00
295,আলমগীর মুহাম্মদ মাহফুজ উল্লাহ ফরিদ,124660,BNP,BNP,Cox's Bazar-2,Cox's Bazar,Chittagong,Rural,387851.0,206453.0,181398.0,0.0,2026-02-13 08:57:02.773286+00:00
286,"ডা, এ কে এম ফজলুল হক",53807,Jamaat,Jamaat-NCP,Chittagong-9,Chittagong,Chittagong,Urban,416363.0,213906.0,202448.0,9.0,2026-02-13 08:57:02.773286+00:00
286,মোহাম্মদ আবু সুফিয়ান,109388,BNP,BNP,Chittagong-9,Chittagong,Chittagong,Urban,416363.0,213906.0,202448.0,9.0,2026-02-13 08:57:02.773286+00:00
26,মোঃ সোহেল হোসনাইন কায়কোবাদ,170335,BNP,BNP,Kurigram-2,Kurigram,Rangpur,Urban,604738.0,299890.0,304841.0,7.0,2026-02-13 08:57:02.773286+00:00
26,আতিকুর রহমান মোজাহিদ,178869,NCP,Jamaat-NCP,Kurigram-2,Kurigram,Rangpur,Urban,604738.0,299890.0,304841.0,7.0,2026-02-13 08:57:02.773286+00:00
94,মোঃ মনিরুল ইসলাম,78457,Independent,,Narail-2,Narail,Khulna,Urban,390988.0,194245.0,196739.0,4.0,2026-02-13 08:57:02.773286+00:00
94,মোঃ আতাউর রহমান,118142,Jamaat,Jamaat-NCP,Narail-2,Narail,Khulna,Urban,390988.0,194245.0,196739.0,4.0,2026-02-13 08:57:02.773286+00:00
93,মোঃ ওবায়দুল্লাহ,75225,Jamaat,Jamaat-NCP,Narail-1,Narail,Khulna,Rural,294155.0,148505.0,145648.0,2.0,2026-02-13 08:57:02.773286+00:00
93,বিশ্বাস জাহাঙ্গীর আলম,99975,BNP,BNP,Narail-1,Narail,Khulna,Rural,294155.0,148505.0,145648.0,2.0,2026-02-13 08:57:02.773286+00:00
264,মোঃ নেয়ামুল বশির,50585,LDP,Jamaat-NCP,Chandpur-5,Chandpur,Chittagong,Rural,526679.0,269243.0,257433.0,3.0,2026-02-13 08:57:02.773286+00:00
264,মোঃ মমিনুল হক,123789,BNP,BNP,Chandpur-5,Chandpur,Chittagong,Rural,526679.0,269243.0,257433.0,3.0,2026-02-13 08:57:02.773286+00:00
263,মোঃ হারুনুর রশিদ,67833,BNP,BNP,Chandpur-4,Chandpur,Chittagong,Rural,400631.0,208603.0,192027.0,1.0,2026-02-13 08:57:02.773286+00:00
263,মোঃ আবদুল হান্নান,73599,Independent,,Chandpur-4,Chandpur,Chittagong,Rural,400631.0,208603.0,192027.0,1.0,2026-02-13 08:57:02.773286+00:00
262,মোঃ শাহজাহান মিয়া,100865,Jamaat,Jamaat-NCP,Chandpur-3,Chandpur,Chittagong,Urban,546334.0,282704.0,263628.0,2.0,2026-02-13 08:57:02.773286+00:00
262,শেখ ফরিদ আহম্মেদ,165404,BNP,BNP,Chandpur-3,Chandpur,Chittagong,Urban,546334.0,282704.0,263628.0,2.0,2026-02-13 08:57:02.773286+00:00
261,মোঃ বিল্লাল হোসেন,57406,LDP,Jamaat-NCP,Chandpur-2,Chandpur,Chittagong,Rural,501061.0,256500.0,244559.0,2.0,2026-02-13 08:57:02.773286+00:00
261,মোঃ জালাল উদ্দিন,172506,BNP,BNP,Chandpur-2,Chandpur,Chittagong,Rural,501061.0,256500.0,244559.0,2.0,2026-02-13 08:57:02.773286+00:00
260,আবু নছর মোহাম্মদ মকবুল আহমদ,70368,Jamaat,Jamaat-NCP,Chandpur-1,Chandpur,Chittagong,Rural,356485.0,184802.0,171680.0,3.0,2026-02-13 08:57:02.773286+00:00
260,আ ন ম এহছানুল হক মিলন,133032,BNP,BNP,Chandpur-1,Chandpur,Chittagong,Rural,356485.0,184802.0,171680.0,3.0,2026-02-13 08:57:02.773286+00:00
266,মোহাম্মদ মজিবুর রহমান ভূঁঞা,80058,AB Party,Jamaat-NCP,Feni-2,Feni,Chittagong,Urban,437078.0,225881.0,211194.0,3.0,2026-02-13 08:57:02.773286+00:00
266,জয়নাল আবদিন,131210,BNP,BNP,Feni-2,Feni,Chittagong,Urban,437078.0,225881.0,211194.0,3.0,2026-02-13 08:57:02.773286+00:00
142,মুহাম্মদ আব্দুস সাত্তার,111695,Jamaat,Jamaat-NCP,Jamalpur-5,Jamalpur,Mymensingh,Urban,576810.0,281747.0,295053.0,10.0,2026-02-13 08:57:02.773286+00:00
142,শাহ মোঃ ওয়ারেছ আলী মামুন,198292,BNP,BNP,Jamalpur-5,Jamalpur,Mymensingh,Urban,576810.0,281747.0,295053.0,10.0,2026-02-13 08:57:02.773286+00:00
141,মোহাম্মদ আব্দুল আওয়াল,44161,Jamaat,Jamaat-NCP,Jamalpur-4,Jamalpur,Mymensingh,Rural,304992.0,151527.0,153464.0,1.0,2026-02-13 08:57:02.773286+00:00
